 # psi_normal -- q_safety -- <(Bdl_par)^2> -- <B^2>
 0.4687500000000E+00  0.1515976052671E+01  0.1247958712140E-01  0.6777626952597E+00 
 0.4765625000000E+00  0.1531682767010E+01  0.1252353198872E-01  0.6748655315934E+00 
 0.4843750000000E+00  0.1547671457575E+01  0.1256342110863E-01  0.6719838058254E+00 
 0.4921875000000E+00  0.1563945020835E+01  0.1259944788789E-01  0.6691082251305E+00 
 0.5000000000000E+00  0.1580506867434E+01  0.1263165739697E-01  0.6662463205622E+00 
 0.5078125000000E+00  0.1597369464594E+01  0.1266002025064E-01  0.6633980336178E+00 
 0.5156250000000E+00  0.1614540525871E+01  0.1268461534029E-01  0.6605625946772E+00 
 0.5234375000000E+00  0.1632025391056E+01  0.1270559308444E-01  0.6577313889655E+00 
 0.5312500000000E+00  0.1649831695699E+01  0.1272294642248E-01  0.6549123434498E+00 
 0.5390625000000E+00  0.1667968626608E+01  0.1273671874264E-01  0.6521053921303E+00 
 0.5468750000000E+00  0.1686447562529E+01  0.1274696624503E-01  0.6493085004341E+00 
 0.5546875000000E+00  0.1705273811626E+01  0.1275381678018E-01  0.6465147146158E+00 
 0.5625000000000E+00  0.1724456665333E+01  0.1275728811154E-01  0.6437315373738E+00 
 0.5703125000000E+00  0.1744009210622E+01  0.1275736742717E-01  0.6409579970845E+00 
 0.5781250000000E+00  0.1763938787030E+01  0.1275420556723E-01  0.6381931085789E+00 
 0.5859375000000E+00  0.1784254957143E+01  0.1274787055789E-01  0.6354297469463E+00 
 0.5937500000000E+00  0.1804970217309E+01  0.1273834203735E-01  0.6326751888906E+00 
 0.6015625000000E+00  0.1826096193693E+01  0.1272566599896E-01  0.6299293737665E+00 
 0.6093750000000E+00  0.1847642225441E+01  0.1270996973588E-01  0.6271919855536E+00 
 0.6171875000000E+00  0.1869623102096E+01  0.1269129767527E-01  0.6244537754661E+00 
 0.6250000000000E+00  0.1892047997585E+01  0.1266967922918E-01  0.6217230277363E+00 
 0.6328125000000E+00  0.1914931023398E+01  0.1264514138341E-01  0.6189985976018E+00 
 0.6406250000000E+00  0.1938286357118E+01  0.1261779200954E-01  0.6162805127144E+00 
 0.6484375000000E+00  0.1962128432046E+01  0.1258769456880E-01  0.6135640697651E+00 
 0.6562500000000E+00  0.1986471419503E+01  0.1255482840608E-01  0.6108501025234E+00 
 0.6640625000000E+00  0.2011330059041E+01  0.1251928219379E-01  0.6081421427309E+00 
 0.6718750000000E+00  0.2036719675754E+01  0.1248113746044E-01  0.6054399450868E+00 
 0.6796875000000E+00  0.2062655802048E+01  0.1244043574978E-01  0.6027428085788E+00 
 0.6875000000000E+00  0.2089158328962E+01  0.1239721297680E-01  0.6000420534664E+00 
 0.6953125000000E+00  0.2116245474858E+01  0.1235148234000E-01  0.5973447774853E+00 
 0.7031250000000E+00  0.2143931114452E+01  0.1230336787912E-01  0.5946516933419E+00 
 0.7109375000000E+00  0.2172235256063E+01  0.1225291680829E-01  0.5919624519939E+00 
 0.7187500000000E+00  0.2201183534482E+01  0.1220011053732E-01  0.5892773392805E+00 
 0.7265625000000E+00  0.2230794277992E+01  0.1214505549688E-01  0.5865901148378E+00 
 0.7343750000000E+00  0.2261086900071E+01  0.1208781713616E-01  0.5839017251059E+00 
 0.7421875000000E+00  0.2292088045937E+01  0.1202839145313E-01  0.5812164418153E+00 
 0.7500000000000E+00  0.2323820011282E+01  0.1196685396011E-01  0.5785338214250E+00 
 0.7578125000000E+00  0.2356306413494E+01  0.1190327323763E-01  0.5758538702156E+00 
 0.7656250000000E+00  0.2389579164538E+01  0.1183763376760E-01  0.5731743650619E+00 
 0.7734375000000E+00  0.2423659390020E+01  0.1177009588940E-01  0.5704904258730E+00 
 0.7812500000000E+00  0.2458581101238E+01  0.1170062695775E-01  0.5678074170792E+00 
 0.7890625000000E+00  0.2494369712336E+01  0.1162928744180E-01  0.5651254969909E+00 
 0.7968750000000E+00  0.2531063748927E+01  0.1155609803322E-01  0.5624427286374E+00 
 0.8046875000000E+00  0.2568687958023E+01  0.1148119452379E-01  0.5597590953472E+00 
 0.8125000000000E+00  0.2607287870249E+01  0.1140454145284E-01  0.5570770632061E+00 
 0.8203125000000E+00  0.2646890779912E+01  0.1132621708219E-01  0.5543947219876E+00 
 0.8281250000000E+00  0.2687544689715E+01  0.1124626997357E-01  0.5517088828857E+00 
 0.8359375000000E+00  0.2729282898411E+01  0.1116476910448E-01  0.5490215994640E+00 
 0.8437500000000E+00  0.2772153689512E+01  0.1108171354593E-01  0.5463330191841E+00 
 0.8515625000000E+00  0.2816199199375E+01  0.1099720161504E-01  0.5436385952637E+00 
 0.8593750000000E+00  0.2861469651921E+01  0.1091125066313E-01  0.5409454116193E+00 
 0.8671875000000E+00  0.2908015036919E+01  0.1082388061892E-01  0.5382497066445E+00 
 0.8750000000000E+00  0.2955890139929E+01  0.1073519334506E-01  0.5355498550750E+00 
 0.8828125000000E+00  0.3005152442605E+01  0.1064520261561E-01  0.5328508600675E+00 
 0.8906250000000E+00  0.3055859604335E+01  0.1055397137023E-01  0.5301448879795E+00 
 0.8984375000000E+00  0.3108078648377E+01  0.1046153519097E-01  0.5274386228153E+00 
 0.9062500000000E+00  0.3161872091266E+01  0.1036792652808E-01  0.5247275515343E+00 
 0.9140625000000E+00  0.3217318328554E+01  0.1027323039534E-01  0.5220131701677E+00 
 0.9218750000000E+00  0.3274492070130E+01  0.1017746118454E-01  0.5192962808148E+00 
 0.9296875000000E+00  0.3333471665629E+01  0.1008069997938E-01  0.5165742545424E+00 
 0.9375000000000E+00  0.3394337434834E+01  0.9982998388146E-02  0.5138490850085E+00 
 0.9453125000000E+00  0.3457191127479E+01  0.9884407157623E-02  0.5111188550006E+00 
 0.9531250000000E+00  0.3522132051142E+01  0.9784859906577E-02  0.5083811457596E+00 
 0.9609375000000E+00  0.3589326411041E+01  0.9683998804517E-02  0.5056350674289E+00 
 0.9687500000000E+00  0.3659068369242E+01  0.9581076760995E-02  0.5028797292059E+00 
 0.9765625000000E+00  0.3731756434118E+01  0.9475258915704E-02  0.5001402301512E+00 
 0.9843750000000E+00  0.3807060061199E+01  0.9369812449302E-02  0.4974286975264E+00 
 0.9921875000000E+00  0.3881227532961E+01  0.9281285614845E-02  0.4946739269370E+00 
 0.1000000000000E+01  0.3945571061526E+01  0.9241086486735E-02  0.0000000000000E+00 
